"HOG_ID"	"Pathway"	"Correlation"	"p_value"	"p_adj"
"52"	"OG_Cluster_528"	"Pathway_Cluster_112"	0.97007727214974	0.0579903181645726	0.700965964256271
"53"	"OG_Cluster_270"	"Pathway_Cluster_95"	-0.97007727214974	0.20703125	0.852310702460961
"54"	"OG_Cluster_490"	"Pathway_Cluster_112"	-0.958101009530607	0.77888572605238	0.966550162602173
"55"	"OG_Cluster_230"	"Pathway_Cluster_107"	0.958101009530607	0.866526270675909	0.970941531004062
"56"	"OG_Cluster_134"	"Pathway_Cluster_96"	-0.952380952380953	0.000862968182899978	0.274397531988669
"57"	"OG_Cluster_162"	"Pathway_Cluster_96"	-0.952380952380953	0.00200827550542945	0.339361898187255
"58"	"OG_Cluster_484"	"Pathway_Cluster_28"	0.952380952380953	0.0101755401234567	0.514071495818639
"59"	"OG_Cluster_70"	"Pathway_Cluster_38"	-0.952380952380953	0.0101755401234568	0.514071495818639
"60"	"OG_Cluster_369"	"Pathway_Cluster_38"	0.952380952380953	0.0149026676862301	0.545719314111848
"61"	"OG_Cluster_589"	"Pathway_Cluster_34"	0.952380952380953	0.0149026676862301	0.545719314111848
"62"	"OG_Cluster_309"	"Pathway_Cluster_86"	-0.952380952380953	0.0208151272535253	0.585437751936761
"63"	"OG_Cluster_322"	"Pathway_Cluster_46"	0.952380952380953	0.0280049391530719	0.607561320563571
"64"	"OG_Cluster_22"	"Pathway_Cluster_37"	-0.952380952380953	0.0465282322841672	0.668997924599483
"65"	"OG_Cluster_677"	"Pathway_Cluster_9"	-0.952380952380953	0.0620926923823171	0.721463889980826
"66"	"OG_Cluster_6"	"Pathway_Cluster_35"	-0.952380952380953	0.0709876543209875	0.721463889980826
"67"	"OG_Cluster_45"	"Pathway_Cluster_25"	-0.952380952380953	0.0709876543209875	0.721463889980826
"68"	"OG_Cluster_73"	"Pathway_Cluster_62"	-0.952380952380953	0.0709876543209875	0.721463889980826
"69"	"OG_Cluster_566"	"Pathway_Cluster_87"	-0.952380952380953	0.0908904363891588	0.763873446078402
"70"	"OG_Cluster_681"	"Pathway_Cluster_69"	0.952380952380953	0.0911626639202738	0.763873446078402
"71"	"OG_Cluster_72"	"Pathway_Cluster_11"	0.952380952380953	0.119529806138793	0.779718823100034
"72"	"OG_Cluster_137"	"Pathway_Cluster_66"	-0.952380952380953	0.119529806138793	0.779718823100034
"73"	"OG_Cluster_89"	"Pathway_Cluster_106"	0.952380952380953	0.138959957160707	0.800309444254694
"74"	"OG_Cluster_229"	"Pathway_Cluster_31"	-0.952380952380953	0.160025642538896	0.819688651539005
"75"	"OG_Cluster_118"	"Pathway_Cluster_21"	-0.952380952380953	0.182720750539715	0.822860710630984
"76"	"OG_Cluster_308"	"Pathway_Cluster_30"	0.952380952380953	0.182720750539715	0.822860710630984
"77"	"OG_Cluster_3"	"Pathway_Cluster_25"	-0.952380952380953	0.20703125	0.852310702460961
"78"	"OG_Cluster_242"	"Pathway_Cluster_51"	-0.952380952380953	0.20703125	0.852310702460961
"79"	"OG_Cluster_43"	"Pathway_Cluster_30"	-0.952380952380953	0.232935534650098	0.86472944702243
"80"	"OG_Cluster_250"	"Pathway_Cluster_81"	-0.952380952380953	0.232935534650098	0.86472944702243
